Year,Month,Month_name,Day_of_week,Day_type,Mode,Pax_daily
2023,7,Jul,Tuesday,Normal Weekday,Tram,410900
2023,7,Jul,Tuesday,School Holiday Weekday,Bus (Metropolitan),306250
2023,7,Jul,Tuesday,School Holiday Weekday,Train (Metropolitan),425950
2023,7,Jul,Tuesday,School Holiday Weekday,Bus (Regional),28950
2023,7,Jul,Tuesday,School Holiday Weekday,Train (Regional),58850
2023,7,Jul,Tuesday,School Holiday Weekday,Tram,383350
2023,7,Jul,Wednesday,Normal Weekday,Bus (Metropolitan),384700
2023,7,Jul,Wednesday,Normal Weekday,Train (Metropolitan),550850
2023,7,Jul,Wednesday,Normal Weekday,Bus (Regional),43500
2023,7,Jul,Wednesday,Normal Weekday,Train (Regional),55100
2023,7,Jul,Wednesday,Normal Weekday,Tram,439000
2023,7,Jul,Wednesday,School Holiday Weekday,Bus (Metropolitan),325250
2023,7,Jul,Wednesday,School Holiday Weekday,Train (Metropolitan),448300
2023,7,Jul,Wednesday,School Holiday Weekday,Bus (Regional),32150
2023,7,Jul,Wednesday,School Holiday Weekday,Train (Regional),64150
2023,7,Jul,Wednesday,School Holiday Weekday,Tram,413800
2023,8,Aug,Friday,Normal Weekday,Bus (Metropolitan),365900
2023,8,Aug,Friday,Normal Weekday,Train (Metropolitan),561000
2023,8,Aug,Friday,Normal Weekday,Bus (Regional),38750
2023,8,Aug,Friday,Normal Weekday,Train (Regional),44500
2023,8,Aug,Friday,Normal Weekday,Tram,447250
2023,8,Aug,Monday,Normal Weekday,Bus (Metropolitan),369400
2023,8,Aug,Monday,Normal Weekday,Train (Metropolitan),502650
2023,8,Aug,Monday,Normal Weekday,Bus (Regional),39750
2023,8,Aug,Monday,Normal Weekday,Train (Regional),42100
2023,8,Aug,Monday,Normal Weekday,Tram,403750
2023,8,Aug,Saturday,Weekend,Bus (Metropolitan),214800
2023,8,Aug,Saturday,Weekend,Train (Metropolitan),374250
2023,8,Aug,Saturday,Weekend,Bus (Regional),21850
2023,8,Aug,Saturday,Weekend,Train (Regional),26750
2023,8,Aug,Saturday,Weekend,Tram,425750
2023,8,Aug,Sunday,Weekend,Bus (Metropolitan),154150
2023,8,Aug,Sunday,Weekend,Train (Metropolitan),259150
2023,8,Aug,Sunday,Weekend,Bus (Regional),13850
2023,8,Aug,Sunday,Weekend,Train (Regional),20550
2023,8,Aug,Sunday,Weekend,Tram,336450
2023,8,Aug,Thursday,Normal Weekday,Bus (Metropolitan),393950
2023,8,Aug,Thursday,Normal Weekday,Train (Metropolitan),589250
2023,8,Aug,Thursday,Normal Weekday,Bus (Regional),41250
2023,8,Aug,Thursday,Normal Weekday,Train (Regional),45000
2023,8,Aug,Thursday,Normal Weekday,Tram,459800
2023,8,Aug,Tuesday,Normal Weekday,Bus (Metropolitan),389100
2023,8,Aug,Tuesday,Normal Weekday,Train (Metropolitan),582300
2023,8,Aug,Tuesday,Normal Weekday,Bus (Regional),40700
2023,8,Aug,Tuesday,Normal Weekday,Train (Regional),45400
2023,8,Aug,Tuesday,Normal Weekday,Tram,446250
2023,8,Aug,Wednesday,Normal Weekday,Bus (Metropolitan),394350
2023,8,Aug,Wednesday,Normal Weekday,Train (Metropolitan),601750
2023,8,Aug,Wednesday,Normal Weekday,Bus (Regional),41850
2023,8,Aug,Wednesday,Normal Weekday,Train (Regional),45850
2023,8,Aug,Wednesday,Normal Weekday,Tram,459500
2023,9,Sep,Friday,Normal Weekday,Bus (Metropolitan),346150
2023,9,Sep,Friday,Normal Weekday,Train (Metropolitan),538950
2023,9,Sep,Friday,Normal Weekday,Bus (Regional),38700
2023,9,Sep,Friday,Normal Weekday,Train (Regional),49450
2023,9,Sep,Friday,Normal Weekday,Tram,408900
2023,9,Sep,Friday,School Holiday Weekday,Bus (Metropolitan),358650
2023,9,Sep,Friday,School Holiday Weekday,Train (Metropolitan),575250
2023,9,Sep,Friday,School Holiday Weekday,Bus (Regional),34300
2023,9,Sep,Friday,School Holiday Weekday,Train (Regional),57650
2023,9,Sep,Friday,School Holiday Weekday,Tram,464150
2023,9,Sep,Monday,Normal Weekday,Bus (Metropolitan),368000
2023,9,Sep,Monday,Normal Weekday,Train (Metropolitan),495900
2023,9,Sep,Monday,Normal Weekday,Bus (Regional),39050
2023,9,Sep,Monday,Normal Weekday,Train (Regional),45750
2023,9,Sep,Monday,Normal Weekday,Tram,373600
2023,9,Sep,Monday,School Holiday Weekday,Bus (Metropolitan),348800
2023,9,Sep,Monday,School Holiday Weekday,Train (Metropolitan),458700
2023,9,Sep,Monday,School Holiday Weekday,Bus (Regional),34800
2023,9,Sep,Monday,School Holiday Weekday,Train (Regional),48500
2023,9,Sep,Monday,School Holiday Weekday,Tram,410000
2023,9,Sep,Saturday,Weekend,Bus (Metropolitan),206100
2023,9,Sep,Saturday,Weekend,Train (Metropolitan),356150
2023,9,Sep,Saturday,Weekend,Bus (Regional),23800
2023,9,Sep,Saturday,Weekend,Train (Regional),31900
2023,9,Sep,Saturday,Weekend,Tram,395400
2023,9,Sep,Sunday,Weekend,Bus (Metropolitan),147750
2023,9,Sep,Sunday,Weekend,Train (Metropolitan),212800
2023,9,Sep,Sunday,Weekend,Bus (Regional),14750
2023,9,Sep,Sunday,Weekend,Train (Regional),21600
2023,9,Sep,Sunday,Weekend,Tram,309450
2023,9,Sep,Thursday,Normal Weekday,Bus (Metropolitan),397650
2023,9,Sep,Thursday,Normal Weekday,Train (Metropolitan),633450
2023,9,Sep,Thursday,Normal Weekday,Bus (Regional),43550
2023,9,Sep,Thursday,Normal Weekday,Train (Regional),56300
2023,9,Sep,Thursday,Normal Weekday,Tram,439500
2023,9,Sep,Thursday,School Holiday Weekday,Bus (Metropolitan),378200
2023,9,Sep,Thursday,School Holiday Weekday,Train (Metropolitan),583850
2023,9,Sep,Thursday,School Holiday Weekday,Bus (Regional),36950
2023,9,Sep,Thursday,School Holiday Weekday,Train (Regional),59950
2023,9,Sep,Thursday,School Holiday Weekday,Tram,475550
2023,9,Sep,Tuesday,Normal Weekday,Bus (Metropolitan),392550
2023,9,Sep,Tuesday,Normal Weekday,Train (Metropolitan),583900
2023,9,Sep,Tuesday,Normal Weekday,Bus (Regional),42400
2023,9,Sep,Tuesday,Normal Weekday,Train (Regional),53050
2023,9,Sep,Tuesday,Normal Weekday,Tram,420050
2023,9,Sep,Tuesday,School Holiday Weekday,Bus (Metropolitan),374000
2023,9,Sep,Tuesday,School Holiday Weekday,Train (Metropolitan),564150
2023,9,Sep,Tuesday,School Holiday Weekday,Bus (Regional),35800
2023,9,Sep,Tuesday,School Holiday Weekday,Train (Regional),57750
2023,9,Sep,Tuesday,School Holiday Weekday,Tram,447900
2023,9,Sep,Wednesday,Normal Weekday,Bus (Metropolitan),404450
2023,9,Sep,Wednesday,Normal Weekday,Train (Metropolitan),583000
2023,9,Sep,Wednesday,Normal Weekday,Bus (Regional),42850
2023,9,Sep,Wednesday,Normal Weekday,Train (Regional),54300
2023,9,Sep,Wednesday,Normal Weekday,Tram,432250
2023,9,Sep,Wednesday,School Holiday Weekday,Bus (Metropolitan),368150
2023,9,Sep,Wednesday,School Holiday Weekday,Train (Metropolitan),557000
2023,9,Sep,Wednesday,School Holiday Weekday,Bus (Regional),34000
2023,9,Sep,Wednesday,School Holiday Weekday,Train (Regional),58600
2023,9,Sep,Wednesday,School Holiday Weekday,Tram,454650
2023,10,Oct,Friday,Normal Weekday,Bus (Metropolitan),388900
2023,10,Oct,Friday,Normal Weekday,Train (Metropolitan),522800
2023,10,Oct,Friday,Normal Weekday,Bus (Regional),41700
2023,10,Oct,Friday,Normal Weekday,Train (Regional),53050
2023,10,Oct,Friday,Normal Weekday,Tram,446350
2023,10,Oct,Monday,Normal Weekday,Bus (Metropolitan),373550
2023,10,Oct,Monday,Normal Weekday,Train (Metropolitan),490300
2023,10,Oct,Monday,Normal Weekday,Bus (Regional),40550
2023,10,Oct,Monday,Normal Weekday,Train (Regional),48650
2023,10,Oct,Monday,Normal Weekday,Tram,390800
2023,10,Oct,Saturday,Weekend,Bus (Metropolitan),206950
2023,10,Oct,Saturday,Weekend,Train (Metropolitan),330350
2023,10,Oct,Saturday,Weekend,Bus (Regional),24600
2023,10,Oct,Saturday,Weekend,Train (Regional),35150
2023,10,Oct,Saturday,Weekend,Tram,399550
2023,10,Oct,Sunday,Weekend,Bus (Metropolitan),137250
2023,10,Oct,Sunday,Weekend,Train (Metropolitan),220000
2023,10,Oct,Sunday,Weekend,Bus (Regional),13400
2023,10,Oct,Sunday,Weekend,Train (Regional),24950
2023,10,Oct,Sunday,Weekend,Tram,271900
2023,10,Oct,Thursday,Normal Weekday,Bus (Metropolitan),394450
2023,10,Oct,Thursday,Normal Weekday,Train (Metropolitan),580900
2023,10,Oct,Thursday,Normal Weekday,Bus (Regional),41100
2023,10,Oct,Thursday,Normal Weekday,Train (Regional),57000
2023,10,Oct,Thursday,Normal Weekday,Tram,452700
2023,10,Oct,Tuesday,Normal Weekday,Bus (Metropolitan),392450
2023,10,Oct,Tuesday,Normal Weekday,Train (Metropolitan),570450
2023,10,Oct,Tuesday,Normal Weekday,Bus (Regional),40950
2023,10,Oct,Tuesday,Normal Weekday,Train (Regional),54500
2023,10,Oct,Tuesday,Normal Weekday,Tram,429350
2023,10,Oct,Wednesday,Normal Weekday,Bus (Metropolitan),401400
2023,10,Oct,Wednesday,Normal Weekday,Train (Metropolitan),583950
2023,10,Oct,Wednesday,Normal Weekday,Bus (Regional),40100
2023,10,Oct,Wednesday,Normal Weekday,Train (Regional),58300
2023,10,Oct,Wednesday,Normal Weekday,Tram,449700
2023,11,Nov,Friday,Normal Weekday,Bus (Metropolitan),391050
2023,11,Nov,Friday,Normal Weekday,Train (Metropolitan),518550
2023,11,Nov,Friday,Normal Weekday,Bus (Regional),41200
2023,11,Nov,Friday,Normal Weekday,Train (Regional),50900
2023,11,Nov,Friday,Normal Weekday,Tram,468150
2023,11,Nov,Monday,Normal Weekday,Bus (Metropolitan),366950
2023,11,Nov,Monday,Normal Weekday,Train (Metropolitan),472500
2023,11,Nov,Monday,Normal Weekday,Bus (Regional),38150
2023,11,Nov,Monday,Normal Weekday,Train (Regional),45650
2023,11,Nov,Monday,Normal Weekday,Tram,415900
2023,11,Nov,Saturday,Weekend,Bus (Metropolitan),213300
2023,11,Nov,Saturday,Weekend,Train (Metropolitan),325050
2023,11,Nov,Saturday,Weekend,Bus (Regional),21650
2023,11,Nov,Saturday,Weekend,Train (Regional),36700
2023,11,Nov,Saturday,Weekend,Tram,358900
2023,11,Nov,Sunday,Weekend,Bus (Metropolitan),149800
2023,11,Nov,Sunday,Weekend,Train (Metropolitan),226750
2023,11,Nov,Sunday,Weekend,Bus (Regional),12950
2023,11,Nov,Sunday,Weekend,Train (Regional),25300
2023,11,Nov,Sunday,Weekend,Tram,260350
2023,11,Nov,Thursday,Normal Weekday,Bus (Metropolitan),411700
2023,11,Nov,Thursday,Normal Weekday,Train (Metropolitan),600950
2023,11,Nov,Thursday,Normal Weekday,Bus (Regional),42750
2023,11,Nov,Thursday,Normal Weekday,Train (Regional),55650
2023,11,Nov,Thursday,Normal Weekday,Tram,491600
2023,11,Nov,Tuesday,Normal Weekday,Bus (Metropolitan),406100
2023,11,Nov,Tuesday,Normal Weekday,Train (Metropolitan),583950
2023,11,Nov,Tuesday,Normal Weekday,Bus (Regional),41400
2023,11,Nov,Tuesday,Normal Weekday,Train (Regional),54450
2023,11,Nov,Tuesday,Normal Weekday,Tram,485650
2023,11,Nov,Wednesday,Normal Weekday,Bus (Metropolitan),392900
2023,11,Nov,Wednesday,Normal Weekday,Train (Metropolitan),558350
2023,11,Nov,Wednesday,Normal Weekday,Bus (Regional),39150
2023,11,Nov,Wednesday,Normal Weekday,Train (Regional),54000
2023,11,Nov,Wednesday,Normal Weekday,Tram,469200
2023,12,Dec,Friday,Normal Weekday,Bus (Metropolitan),375700
2023,12,Dec,Friday,Normal Weekday,Train (Metropolitan),552500
2023,12,Dec,Friday,Normal Weekday,Bus (Regional),39250
2023,12,Dec,Friday,Normal Weekday,Train (Regional),55600
2023,12,Dec,Friday,Normal Weekday,Tram,525000
2023,12,Dec,Friday,School Holiday Weekday,Bus (Metropolitan),279100
2023,12,Dec,Friday,School Holiday Weekday,Train (Metropolitan),406450
2023,12,Dec,Friday,School Holiday Weekday,Bus (Regional),26850
2023,12,Dec,Friday,School Holiday Weekday,Train (Regional),46300
2023,12,Dec,Friday,School Holiday Weekday,Tram,407200
2023,12,Dec,Monday,Normal Weekday,Bus (Metropolitan),353450
2023,12,Dec,Monday,Normal Weekday,Train (Metropolitan),479000
2023,12,Dec,Monday,Normal Weekday,Bus (Regional),36300
2023,12,Dec,Monday,Normal Weekday,Train (Regional),47850
2023,12,Dec,Monday,Normal Weekday,Tram,451400
2023,12,Dec,Saturday,Weekend,Bus (Metropolitan),194900
2023,12,Dec,Saturday,Weekend,Train (Metropolitan),311650
2023,12,Dec,Saturday,Weekend,Bus (Regional),20600
2023,12,Dec,Saturday,Weekend,Train (Regional),34250
2023,12,Dec,Saturday,Weekend,Tram,312550
2023,12,Dec,Sunday,Weekend,Bus (Metropolitan),149650
2023,12,Dec,Sunday,Weekend,Train (Metropolitan),247450
2023,12,Dec,Sunday,Weekend,Bus (Regional),12400
2023,12,Dec,Sunday,Weekend,Train (Regional),26950
2023,12,Dec,Sunday,Weekend,Tram,242350
2023,12,Dec,Thursday,Normal Weekday,Bus (Metropolitan),406250
2023,12,Dec,Thursday,Normal Weekday,Train (Metropolitan),600050
2023,12,Dec,Thursday,Normal Weekday,Bus (Regional),40850
2023,12,Dec,Thursday,Normal Weekday,Train (Regional),57050
2023,12,Dec,Thursday,Normal Weekday,Tram,555950
2023,12,Dec,Thursday,School Holiday Weekday,Bus (Metropolitan),290800
2023,12,Dec,Thursday,School Holiday Weekday,Train (Metropolitan),440950
2023,12,Dec,Thursday,School Holiday Weekday,Bus (Regional),29500
2023,12,Dec,Thursday,School Holiday Weekday,Train (Regional),50550
2023,12,Dec,Thursday,School Holiday Weekday,Tram,416250
2023,12,Dec,Tuesday,Normal Weekday,Bus (Metropolitan),380200
2023,12,Dec,Tuesday,Normal Weekday,Train (Metropolitan),560350
2023,12,Dec,Tuesday,Normal Weekday,Bus (Regional),37000
2023,12,Dec,Tuesday,Normal Weekday,Train (Regional),54400
2023,12,Dec,Tuesday,Normal Weekday,Tram,512950
2023,12,Dec,Wednesday,Normal Weekday,Bus (Metropolitan),381900
2023,12,Dec,Wednesday,Normal Weekday,Train (Metropolitan),575450
2023,12,Dec,Wednesday,Normal Weekday,Bus (Regional),36850
2023,12,Dec,Wednesday,Normal Weekday,Train (Regional),47900
2023,12,Dec,Wednesday,Normal Weekday,Tram,525200
2023,12,Dec,Wednesday,School Holiday Weekday,Bus (Metropolitan),225250
2023,12,Dec,Wednesday,School Holiday Weekday,Train (Metropolitan),334400
2023,12,Dec,Wednesday,School Holiday Weekday,Bus (Regional),21450
2023,12,Dec,Wednesday,School Holiday Weekday,Train (Regional),44200
2023,12,Dec,Wednesday,School Holiday Weekday,Tram,336200
2024,1,Jan,Friday,School Holiday Weekday,Bus (Metropolitan),301800
2024,1,Jan,Friday,School Holiday Weekday,Train (Metropolitan),416500
2024,1,Jan,Friday,School Holiday Weekday,Bus (Regional),28100
2024,1,Jan,Friday,School Holiday Weekday,Train (Regional),47600
2024,1,Jan,Friday,School Holiday Weekday,Tram,420900
2024,1,Jan,Monday,School Holiday Weekday,Bus (Metropolitan),310150
2024,1,Jan,Monday,School Holiday Weekday,Train (Metropolitan),447950
2024,1,Jan,Monday,School Holiday Weekday,Bus (Regional),26800
2024,1,Jan,Monday,School Holiday Weekday,Train (Regional),49000
2024,1,Jan,Monday,School Holiday Weekday,Tram,414600
2024,1,Jan,Saturday,Weekend,Bus (Metropolitan),205750
2024,1,Jan,Saturday,Weekend,Train (Metropolitan),318550
2024,1,Jan,Saturday,Weekend,Bus (Regional),20500
2024,1,Jan,Saturday,Weekend,Train (Regional),36200
2024,1,Jan,Saturday,Weekend,Tram,332600
2024,1,Jan,Sunday,Weekend,Bus (Metropolitan),139500
2024,1,Jan,Sunday,Weekend,Train (Metropolitan),249650
2024,1,Jan,Sunday,Weekend,Bus (Regional),11500
2024,1,Jan,Sunday,Weekend,Train (Regional),26350
2024,1,Jan,Sunday,Weekend,Tram,242700
2024,1,Jan,Thursday,School Holiday Weekday,Bus (Metropolitan),328200
2024,1,Jan,Thursday,School Holiday Weekday,Train (Metropolitan),492750
2024,1,Jan,Thursday,School Holiday Weekday,Bus (Regional),28900
2024,1,Jan,Thursday,School Holiday Weekday,Train (Regional),49550
2024,1,Jan,Thursday,School Holiday Weekday,Tram,447950
2024,1,Jan,Tuesday,Normal Weekday,Bus (Metropolitan),388550
2024,1,Jan,Tuesday,Normal Weekday,Train (Metropolitan),550550
2024,1,Jan,Tuesday,Normal Weekday,Bus (Regional),31500
2024,1,Jan,Tuesday,Normal Weekday,Train (Regional),55600
2024,1,Jan,Tuesday,Normal Weekday,Tram,480200
2024,1,Jan,Tuesday,School Holiday Weekday,Bus (Metropolitan),310450
2024,1,Jan,Tuesday,School Holiday Weekday,Train (Metropolitan),476800
2024,1,Jan,Tuesday,School Holiday Weekday,Bus (Regional),27050
2024,1,Jan,Tuesday,School Holiday Weekday,Train (Regional),51800
2024,1,Jan,Tuesday,School Holiday Weekday,Tram,421150
2024,1,Jan,Wednesday,Normal Weekday,Bus (Metropolitan),401700
2024,1,Jan,Wednesday,Normal Weekday,Train (Metropolitan),538650
2024,1,Jan,Wednesday,Normal Weekday,Bus (Regional),33650
2024,1,Jan,Wednesday,Normal Weekday,Train (Regional),56450
2024,1,Jan,Wednesday,Normal Weekday,Tram,500800
2024,1,Jan,Wednesday,School Holiday Weekday,Bus (Metropolitan),302050
2024,1,Jan,Wednesday,School Holiday Weekday,Train (Metropolitan),463800
2024,1,Jan,Wednesday,School Holiday Weekday,Bus (Regional),25900
2024,1,Jan,Wednesday,School Holiday Weekday,Train (Regional),52450
2024,1,Jan,Wednesday,School Holiday Weekday,Tram,421200
2024,2,Feb,Friday,Normal Weekday,Bus (Metropolitan),404350
2024,2,Feb,Friday,Normal Weekday,Train (Metropolitan),559400
2024,2,Feb,Friday,Normal Weekday,Bus (Regional),38450
2024,2,Feb,Friday,Normal Weekday,Train (Regional),49000
2024,2,Feb,Friday,Normal Weekday,Tram,498700
2024,2,Feb,Monday,Normal Weekday,Bus (Metropolitan),413700
2024,2,Feb,Monday,Normal Weekday,Train (Metropolitan),538500
2024,2,Feb,Monday,Normal Weekday,Bus (Regional),37400
2024,2,Feb,Monday,Normal Weekday,Train (Regional),42700
2024,2,Feb,Monday,Normal Weekday,Tram,461350
2024,2,Feb,Saturday,Weekend,Bus (Metropolitan),228700
2024,2,Feb,Saturday,Weekend,Train (Metropolitan),385450
2024,2,Feb,Saturday,Weekend,Bus (Regional),19400
2024,2,Feb,Saturday,Weekend,Train (Regional),37600
2024,2,Feb,Saturday,Weekend,Tram,428350
2024,2,Feb,Sunday,Weekend,Bus (Metropolitan),157050
2024,2,Feb,Sunday,Weekend,Train (Metropolitan),275700
2024,2,Feb,Sunday,Weekend,Bus (Regional),11550
2024,2,Feb,Sunday,Weekend,Train (Regional),26700
2024,2,Feb,Sunday,Weekend,Tram,304600
2024,2,Feb,Thursday,Normal Weekday,Bus (Metropolitan),432150
2024,2,Feb,Thursday,Normal Weekday,Train (Metropolitan),610500
2024,2,Feb,Thursday,Normal Weekday,Bus (Regional),38800
2024,2,Feb,Thursday,Normal Weekday,Train (Regional),57700
2024,2,Feb,Thursday,Normal Weekday,Tram,515150
2024,2,Feb,Tuesday,Normal Weekday,Bus (Metropolitan),435650
2024,2,Feb,Tuesday,Normal Weekday,Train (Metropolitan),621100
2024,2,Feb,Tuesday,Normal Weekday,Bus (Regional),38250
2024,2,Feb,Tuesday,Normal Weekday,Train (Regional),58650
2024,2,Feb,Tuesday,Normal Weekday,Tram,505750
2024,2,Feb,Wednesday,Normal Weekday,Bus (Metropolitan),430800
2024,2,Feb,Wednesday,Normal Weekday,Train (Metropolitan),625450
2024,2,Feb,Wednesday,Normal Weekday,Bus (Regional),38400
2024,2,Feb,Wednesday,Normal Weekday,Train (Regional),59050
2024,2,Feb,Wednesday,Normal Weekday,Tram,514100
2024,3,Mar,Friday,Normal Weekday,Bus (Metropolitan),429300
2024,3,Mar,Friday,Normal Weekday,Train (Metropolitan),619650
2024,3,Mar,Friday,Normal Weekday,Bus (Regional),41350
2024,3,Mar,Friday,Normal Weekday,Train (Regional),47700
2024,3,Mar,Friday,Normal Weekday,Tram,545000
2024,3,Mar,Monday,Normal Weekday,Bus (Metropolitan),430500
2024,3,Mar,Monday,Normal Weekday,Train (Metropolitan),595550
2024,3,Mar,Monday,Normal Weekday,Bus (Regional),41400
2024,3,Mar,Monday,Normal Weekday,Train (Regional),57300
2024,3,Mar,Monday,Normal Weekday,Tram,516850
2024,3,Mar,Saturday,Weekend,Bus (Metropolitan),234350
2024,3,Mar,Saturday,Weekend,Train (Metropolitan),373450
2024,3,Mar,Saturday,Weekend,Bus (Regional),17850
2024,3,Mar,Saturday,Weekend,Train (Regional),40350
2024,3,Mar,Saturday,Weekend,Tram,421900
2024,3,Mar,Sunday,Weekend,Bus (Metropolitan),160850
2024,3,Mar,Sunday,Weekend,Train (Metropolitan),278600
2024,3,Mar,Sunday,Weekend,Bus (Regional),11200
2024,3,Mar,Sunday,Weekend,Train (Regional),29500
2024,3,Mar,Sunday,Weekend,Tram,304000
2024,3,Mar,Thursday,Normal Weekday,Bus (Metropolitan),455750
2024,3,Mar,Thursday,Normal Weekday,Train (Metropolitan),719500
2024,3,Mar,Thursday,Normal Weekday,Bus (Regional),43850
2024,3,Mar,Thursday,Normal Weekday,Train (Regional),66850
2024,3,Mar,Thursday,Normal Weekday,Tram,572350
2024,3,Mar,Tuesday,Normal Weekday,Bus (Metropolitan),446350
2024,3,Mar,Tuesday,Normal Weekday,Train (Metropolitan),685350
2024,3,Mar,Tuesday,Normal Weekday,Bus (Regional),43050
2024,3,Mar,Tuesday,Normal Weekday,Train (Regional),68300
2024,3,Mar,Tuesday,Normal Weekday,Tram,564500
2024,3,Mar,Wednesday,Normal Weekday,Bus (Metropolitan),448250
2024,3,Mar,Wednesday,Normal Weekday,Train (Metropolitan),683550
2024,3,Mar,Wednesday,Normal Weekday,Bus (Regional),43400
2024,3,Mar,Wednesday,Normal Weekday,Train (Regional),68300
2024,3,Mar,Wednesday,Normal Weekday,Tram,582900
2024,4,Apr,Friday,Normal Weekday,Bus (Metropolitan),364550
2024,4,Apr,Friday,Normal Weekday,Train (Metropolitan),535250
2024,4,Apr,Friday,Normal Weekday,Bus (Regional),39950
2024,4,Apr,Friday,Normal Weekday,Train (Regional),53150
2024,4,Apr,Friday,Normal Weekday,Tram,512800
2024,4,Apr,Friday,School Holiday Weekday,Bus (Metropolitan),347100
2024,4,Apr,Friday,School Holiday Weekday,Train (Metropolitan),567450
2024,4,Apr,Friday,School Holiday Weekday,Bus (Regional),36300
2024,4,Apr,Friday,School Holiday Weekday,Train (Regional),63600
2024,4,Apr,Friday,School Holiday Weekday,Tram,533100
2024,4,Apr,Monday,Normal Weekday,Bus (Metropolitan),382800
2024,4,Apr,Monday,Normal Weekday,Train (Metropolitan),566800
2024,4,Apr,Monday,Normal Weekday,Bus (Regional),40950
2024,4,Apr,Monday,Normal Weekday,Train (Regional),56450
2024,4,Apr,Monday,Normal Weekday,Tram,475750
2024,4,Apr,Monday,School Holiday Weekday,Bus (Metropolitan),354900
2024,4,Apr,Monday,School Holiday Weekday,Train (Metropolitan),547950
2024,4,Apr,Monday,School Holiday Weekday,Bus (Regional),35200
2024,4,Apr,Monday,School Holiday Weekday,Train (Regional),60550
2024,4,Apr,Monday,School Holiday Weekday,Tram,497250
2024,4,Apr,Saturday,Weekend,Bus (Metropolitan),225550
2024,4,Apr,Saturday,Weekend,Train (Metropolitan),382700
2024,4,Apr,Saturday,Weekend,Bus (Regional),18000
2024,4,Apr,Saturday,Weekend,Train (Regional),41000
2024,4,Apr,Saturday,Weekend,Tram,479500
2024,4,Apr,Sunday,Weekend,Bus (Metropolitan),152650
2024,4,Apr,Sunday,Weekend,Train (Metropolitan),245700
2024,4,Apr,Sunday,Weekend,Bus (Regional),10800
2024,4,Apr,Sunday,Weekend,Train (Regional),28350
2024,4,Apr,Sunday,Weekend,Tram,333700
2024,4,Apr,Thursday,Normal Weekday,Bus (Metropolitan),407950
2024,4,Apr,Thursday,Normal Weekday,Train (Metropolitan),693100
2024,4,Apr,Thursday,Normal Weekday,Bus (Regional),43000
2024,4,Apr,Thursday,Normal Weekday,Train (Regional),62300
2024,4,Apr,Thursday,Normal Weekday,Tram,552900
2024,4,Apr,Thursday,School Holiday Weekday,Bus (Metropolitan),375550
2024,4,Apr,Thursday,School Holiday Weekday,Train (Metropolitan),640300
2024,4,Apr,Thursday,School Holiday Weekday,Bus (Regional),37650
2024,4,Apr,Thursday,School Holiday Weekday,Train (Regional),66300
2024,4,Apr,Thursday,School Holiday Weekday,Tram,558550
2024,4,Apr,Tuesday,Normal Weekday,Bus (Metropolitan),410150
2024,4,Apr,Tuesday,Normal Weekday,Train (Metropolitan),662850
2024,4,Apr,Tuesday,Normal Weekday,Bus (Regional),42200
2024,4,Apr,Tuesday,Normal Weekday,Train (Regional),63000
2024,4,Apr,Tuesday,Normal Weekday,Tram,532300
2024,4,Apr,Tuesday,School Holiday Weekday,Bus (Metropolitan),333500
2024,4,Apr,Tuesday,School Holiday Weekday,Train (Metropolitan),551450
2024,4,Apr,Tuesday,School Holiday Weekday,Bus (Regional),33350
2024,4,Apr,Tuesday,School Holiday Weekday,Train (Regional),60150
2024,4,Apr,Tuesday,School Holiday Weekday,Tram,498300
2024,4,Apr,Wednesday,Normal Weekday,Bus (Metropolitan),406900
2024,4,Apr,Wednesday,Normal Weekday,Train (Metropolitan),691700
2024,4,Apr,Wednesday,Normal Weekday,Bus (Regional),44300
2024,4,Apr,Wednesday,Normal Weekday,Train (Regional),65600
2024,4,Apr,Wednesday,Normal Weekday,Tram,554300
2024,4,Apr,Wednesday,School Holiday Weekday,Bus (Metropolitan),356300
2024,4,Apr,Wednesday,School Holiday Weekday,Train (Metropolitan),585350
2024,4,Apr,Wednesday,School Holiday Weekday,Bus (Regional),35700
2024,4,Apr,Wednesday,School Holiday Weekday,Train (Regional),63500
2024,4,Apr,Wednesday,School Holiday Weekday,Tram,542050
2024,5,May,Friday,Normal Weekday,Bus (Metropolitan),360800
2024,5,May,Friday,Normal Weekday,Train (Metropolitan),572100
2024,5,May,Friday,Normal Weekday,Bus (Regional),40400
2024,5,May,Friday,Normal Weekday,Train (Regional),57300
2024,5,May,Friday,Normal Weekday,Tram,481350
2024,5,May,Monday,Normal Weekday,Bus (Metropolitan),365150
2024,5,May,Monday,Normal Weekday,Train (Metropolitan),533700
2024,5,May,Monday,Normal Weekday,Bus (Regional),39150
2024,5,May,Monday,Normal Weekday,Train (Regional),52650
2024,5,May,Monday,Normal Weekday,Tram,439300
2024,5,May,Saturday,Weekend,Bus (Metropolitan),222700
2024,5,May,Saturday,Weekend,Train (Metropolitan),365900
2024,5,May,Saturday,Weekend,Bus (Regional),17350
2024,5,May,Saturday,Weekend,Train (Regional),42050
2024,5,May,Saturday,Weekend,Tram,400800
2024,5,May,Sunday,Weekend,Bus (Metropolitan),148000
2024,5,May,Sunday,Weekend,Train (Metropolitan),253350
2024,5,May,Sunday,Weekend,Bus (Regional),10200
2024,5,May,Sunday,Weekend,Train (Regional),32350
2024,5,May,Sunday,Weekend,Tram,278300
2024,5,May,Thursday,Normal Weekday,Bus (Metropolitan),390200
